subid,sdint,luint,pgint,irint,irfrBIN1to5,trint,taint,arint,ttint,mcint,mcfrBIN1to5,efint,elint,tkint,ilint,ugint,mpint,maarint,ueint,grint,grctint,fiint,pjint,isiint,islint,dcint,dnsint,sbint,anint,liint,aint
353,1,2,1,1,2,1,1,1,1,1,2.00,1,1,2,1,2,3,1,1,3,1,2,1,1,1,2,1,2,1,2,2
355,2,1,1,3,5,1,2,2, ,1,2.00,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
361,1,1,1,1,2,1,1,2,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
362,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,1,1,1,1,2,1,1,1,2,2,4.50,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
367,2,1,1,2,4,1,1,1,2,1,,1,1,2,1,1,2,1,3,1, ,1,1,1,1,1,1,1,1,1,1
368,1,1,1,1,2,1,2,1,2,1,2.00,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,1,1,1,1,2,2,1,1,3,1,2.00,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
372,1,1,2,1,2,1,1,2,2,1,2.00,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
373,1,1,1,1,2,2,1,1,1,1,2.00,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,1,1,1,1,2,1,1,1,2,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
377,1,1,2,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378,1,1,2,1,2,1,1,1,2,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
383,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1
384,2,2,1,2,5,2,1,1,1,3,5.00,1,2,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2
385,1,1,1,1,2,1,1,1,2,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
386,1,1,1,1,2,2,1,1,2,2,4.50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
390,2,2,1,2,4.5,2,1,1,3,2,4.00,1,2,2,1,2,1,1,1,1, ,2,1,1,1,2,1,1,1,1,1
391,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392,1,1,1,1,2,1,1,1,1,1,2.00,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
393,1,1,1,2,4.5,2,1,2,2,2,5.00,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
395,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1
397,1,1,1,1,2,1,1,1,2,1,2.00,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
398,2,1,1,2,4.5,1,1,1,2,1,2.00,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1
400,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
402,1,1,1,1,2,2,2,2,3,2,5.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
404,1,1,3,1,2,3,2,2,2,1,2.00,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
405,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,1,1,1,1,2,3,2,2, ,3,5.00,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,1,1,1,1,2,1,1,1,2,1,2.00,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1
413,1,1,1,1,2,1,1,1,1,1,2.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
416,1,2,1,1,2,1,2,1,1,1,2.00,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
