subid,sdint,luint,pgint,irint,irfrBIN1to5,trint,taint,arint,ttint,mcint,mcfrBIN1to5,efint,elint,tkint,ilint,ugint,mpint,maarint,ueint,grint,grctint,fiint,pjint,isiint,islint,dcint,dnsint,sbint,anint,liint,aint
250,2,2,1,3,4,3,2,2,2,1,2.5,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
251,2,2,1,3,3,4,1,1,3,1,2.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
252,2,2,1,2,4.5,2,1,1,2,1,2.5,1,2,3,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1
254,4,3,1,4,3,4,2,2,3,4,4.5,2,3,3,2,2,2,3,1,4,1,1,3,3,1,1,1,1,2,1,1
256,2,2,1,2,0.5,2,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
257,2,2,1,3,3.5,2,1,2,3,2,3.5,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
258,2,2,1,2,4,2,1,2,3,1,2.5,1,2,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1
259,3,4,2,3,3,4,2,2,3,4,4.5,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2
261,2,2,1,2,2,2,1,1,2,1,2.5,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
262,2,2,1,3,2,3,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1
263,4,3,1,4,2,2,1,2,2,3,3.5,2,2,1,1,2,1,1,1,2,1,1,2,4,3,1,1,1,1,1,1
266,2,2,2,3,3,3,1,1,3,2, ,2,2,2,1,1,2,1,1,2,3,2,1,2,1,1,1,1,1,1,1
267,2,3,1,2,3,3,1,1,1,2,3.5,1,3,2,2,4,1,3,1,2,1,1,1,3,2,2,3,1,1,1,2
268,2,2,2,2,3,2,1,1,3,1,2.5,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
270,3,1,2,3,1.5,2,1,1,2,1,2.5,1,1,1,1,3,2,1,1,3,1,1,1,3,2,1,1,1,1,1,1
272,2,2,1,2,4.5,2,2,1,1,1,2.5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275,4,3,1,3,1.5,3,1,1,3,2,4.5,1,2,1,2,2,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1
276,2,1,1,3,2,3,2,2,3,2,4.5,1,3,1,2,3,1,1,1,2, ,1,3,1,1,1,1,1,1,1,1
278,4,2,1,2,3,2,2,2,2,2,3.5,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
280,2,2,1,3,2,3,1,1,3,1,2.5,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
281,3,2,1,4,4.5,3,2,2,3,4,5,2,3,3,1,2,2,1,1,1,1,1,1,3,1,1,3,1,2,1,1
283,2,2,1,2,5,2,1,1,1,2,4.5,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
284,3,3,1,3,0.5,2,1,2,3,3,3.5,1,2,1,1,3,1,1,1,4,3,1,1,2,1,1,3,1,1,1,1
285,2,2,1,4,5,3,1,2,3,1,2.5,2,2,1,1,1,1,1,1,2,1,1,1,1, ,1,1,1,1,1,1
286,2,2,1,3,3.5,2,1,1,3,1,2.5,1,3,1,1,1,1,2,1,2,2,1,2,4,1,1,1,1,1,1,1
288, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
289,2,3,1,2,2,2,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290,3,2,1,3,3,2,1,1,3,2,3.5,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1
291,2,2,1,3,4,2,1,2,2,1,2.5,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
292,3,3,1,2,3.5,2,1,1,3,2,4.5,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1
293,2,2,1,3,3.5,3,2,2,3,2,3.5,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
294,3,3,1,3,4.5,3,1,2,3,1,2.5,1,3,2,1,3,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1
295,2,2,1,3,0.5,3,1,2,2,2,4,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
296,2,1,1,2,4,2,1,2,3,3,4.5,2,2,1,1,1,2,1,2,4,3,1,3,1,1,1,2,1,1,1,1
297,2,2,1,2,0.5,4,1,1,2,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
298,2,2,1,2,4.5,2,1,1,3,2,4,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1
299,3,2,1,2,3,3,1,1,1,1,2.5,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1
305,2,2,1,3,4,2,1,2,3,3,4.5,1,2,1,1,2,3,1,1,4,3,1,2,3,1,2,1,1,1,1,1
308,2,2,1,2,4.5,2,1,1,1,1,2.5,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
309,2,2,1,2,0.5,2,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310,2,2,1,3,2,2,1,2, ,2,3,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
311,2,3,1,3,0.5,3,2,1,1,1,2.5,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1
312,2,2,1,3,4.5,2,1,1,3,2,4.5,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1
314,2,4,1,3,4.5,2,2,2,3,3,3.5,2,3,1,2,4,1,1,1,3,1,1,1,2,2,1,1,2,1,1,1
315,2,2,1,3,3.5,2,1,2,3,2,3.5,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1
316,4,3,1,4,4.5,3,2,2,3,2,3.5,2,2,3,1,2,1,1,1,4,3,1,2,2,1,1,1,1,1,1,1
317,2,2,1,3,1.5,2,1,1,3,2,4.5,1,2,1,1,1,2,1,1,2, ,1,1,1,1,1,2,1,1,1,1
