subid,sdint,luint,pgint,irint,irfrBIN1to5,trint,taint,arint,ttint,mcint,mcfrBIN1to5,efint,elint,tkint,ilint,ugint,mpint,maarint,ueint,grint,grctint,fiint,pjint,isiint,islint,dcint,dnsint,sbint,anint,liint,aint
406,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
411,1,1,1,1,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
413,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,2,1,1,1
500,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
501,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
503,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
509,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
511,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
514,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,2,1,1,1
515,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
520,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
522,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
523,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
527,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
535,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
536,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
538,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
539,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
545,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
546,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
558,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
564,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
569,2,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
572,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
575,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
578,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
584,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
591,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
593,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
595,2,1,1,1,2,1,2,2,3,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
603,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
604,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
605,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
606,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
607,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
608,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
610,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
614,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
615,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
623,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1
